form,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,period,nbOcc,nbOcc_period,nbUsers_period,propagation_start,propagation_end_ex,type
annnnnw,9.816047274083672e-06,0.0,8.220439300276207e-06,8.031999485952032e-06,0.0,0.0,1.4944555698359088e-05,0.0,1.897029252191069e-05,1.2049862330322875e-05,3.233316088980859e-05,1.5751338863803424e-05,2.924803306977606e-05,3.3225429794666844e-05,4.552780382979886e-06,1.8100448438610067e-05,3.259073026514887e-05,2.8545873218261746e-05,2.1303973617159072e-05,2.024627569758543e-05,4.628879579697734e-05,3.7703836365350174e-05,6.81765989206568e-05,1.7963770667318153e-05,2.707798120111155e-05,1.6918756133049097e-05,2.660919081450733e-05,2.5321189550529407e-05,2.705119946709137e-05,3.1442338681151105e-05,2.0506686034092364e-05,1.851032287051356e-05,2.221652567717679e-05,1.6477691951379822e-05,2.2249796756664243e-05,1.458933454803052e-05,9.102593510943138e-06,1.250298899580681e-05,2.548313016782889e-05,1.1361269432504592e-05,8.702361820998219e-06,1.8392383101078407e-05,5.630361159516577e-06,1.1084815465534538e-05,1.8019455863917068e-05,8.175523029085786e-06,2.705283689574108e-06,1.0538536794423009e-05,8.361693410149424e-06,8.484858769525781e-06,6.770469244297149e-06,1.0719645537054242e-05,1.8420446695832373e-06,9.433730870752227e-06,3.629546687766432e-06,1.8837251795661024e-06,7.129324157893142e-06,1.1129454100276382e-05,6.813079750505019e-06,1.0652387732710289e-05,2012-03 - 2017-02,460,369,325,3,20,buzz
lthug,9.816047274083672e-06,0.0,0.0,0.0,0.0,0.0,0.0,6.935341808321023e-06,0.0,1.2049862330322875e-05,5.388860148301431e-06,1.0500892575868949e-05,2.437336089148005e-05,0.0,2.276390191489943e-05,1.8100448438610067e-05,2.3279093046534906e-05,2.8545873218261746e-05,2.5564768340590886e-05,2.024627569758543e-05,1.1572198949244335e-05,3.393345272881516e-05,2.8705936387644965e-05,3.952029546809994e-05,2.3693233550972607e-05,2.707000981287856e-05,1.99568931108805e-05,7.79113524631674e-06,1.0144199800159265e-05,1.5721169340575553e-05,2.0506686034092364e-05,2.3558592744289985e-05,1.708963513628984e-05,2.3801110596437524e-05,1.54037054469214e-05,1.945244606404069e-05,9.102593510943138e-06,1.0940115371330958e-05,1.049305359851778e-05,5.680634716252296e-06,5.801574547332146e-06,1.532698591756534e-05,2.8151805797582887e-05,1.6627223198301806e-05,2.5742079805595813e-06,0.0,8.115851068722321e-06,8.782113995352505e-06,5.017016046089654e-06,0.0,1.184832117752001e-05,3.5732151790180804e-06,0.0,1.8867461741504448e-06,1.814773343883216e-06,1.8837251795661024e-06,5.346993118419857e-06,0.0,3.4065398752525097e-06,1.7753979554517145e-06,2012-03 - 2017-02,278,265,250,5,23,buzz
mddddddrrrr,1.9632094548167345e-05,9.103902843148855e-06,0.0,0.0,0.0,0.0,0.0,2.080602542496307e-05,6.323430840636896e-06,1.2049862330322875e-05,7.544404207622004e-05,5.250446287934474e-05,6.824541049614414e-05,0.000113915759296,8.195004689363794e-05,6.787668164478775e-05,9.77721907954466e-05,0.0001284564294821,8.94766891920681e-05,0.0001133791439064,0.0001350089877411,0.0001545857290979,0.0001220002296474,9.700436160351802e-05,0.0001320051583554,8.797753189185531e-05,8.980601899896225e-05,0.0001129714610715,0.0001775234965027,0.000110048185384,0.000117913444696,0.0001026481541001,6.32316500042724e-05,8.238845975689912e-05,7.359548157973556e-05,9.23991188041933e-05,4.915400495909295e-05,0.0001000239119664,9.593649004359114e-05,4.355153282460094e-05,4.641259637865717e-05,7.050413522080055e-05,3.659734753685776e-05,4.156805799575451e-05,3.6038911727834136e-05,4.087761514542893e-05,3.516868796446339e-05,4.391056997676253e-05,4.8497821778866655e-05,4.072732209372375e-05,5.924160588760006e-05,3.3945544200671764e-05,4.236702740041446e-05,4.716865435376114e-05,3.629546687766432e-05,3.2023328052623743e-05,2.4952634552626e-05,4.080799836768006e-05,4.258174844065637e-05,2.130477546542057e-05,2012-03 - 2017-02,2067,1708,1292,4,23,buzz
ololoh,1.9632094548167345e-05,9.103902843148855e-06,0.0,8.031999485952032e-06,0.0,0.0,0.0,0.0,0.0,6.024931165161438e-06,1.0777720296602862e-05,1.5751338863803424e-05,1.462401653488803e-05,1.4239469912000076e-05,2.276390191489943e-05,1.357533632895755e-05,6.518146053029775e-05,2.8545873218261746e-05,5.112953668118177e-05,3.239404111613669e-05,3.4716596847733004e-05,7.163728909416533e-05,4.305890458146745e-05,4.311304960156357e-05,4.7386467101945214e-05,4.3988765945927655e-05,5.654453048082808e-05,3.700789242000452e-05,5.410239893418274e-05,4.323321568658277e-05,3.0760029051138547e-05,1.5144809621329278e-05,2.563445270443476e-05,2.3801110596437524e-05,1.711522827435711e-05,1.7831408892037304e-05,1.638466831969765e-05,2.0317357118186065e-05,2.548313016782889e-05,1.7041904148756886e-05,1.4503936368330365e-05,1.532698591756534e-05,8.445541739274865e-06,2.7712038663836345e-05,2.316787182503624e-05,1.9076220401200168e-05,5.410567379148215e-06,2.985918758419852e-05,2.508508023044827e-05,2.8848519816387656e-05,2.5389259666114308e-05,2.1439291074108483e-05,1.6578402026249137e-05,1.6980715567354007e-05,1.270341340718251e-05,1.6953526616094924e-05,2.317030351315271e-05,2.5968726233978224e-05,2.725231900202008e-05,1.5978581599065432e-05,2012-03 - 2017-02,937,770,350,4,25,buzz
ololoo,9.816047274083672e-06,9.103902843148855e-06,8.220439300276207e-06,0.0,0.0,2.4905773158218074e-05,0.0,2.080602542496307e-05,1.2646861681273793e-05,2.409972466064575e-05,2.1555440593205724e-05,1.5751338863803424e-05,3.899737742636808e-05,2.373244985333346e-05,4.097502344681897e-05,9.050224219305032e-05,6.052564192099076e-05,2.8545873218261746e-05,4.686874195774996e-05,4.4541806534687946e-05,6.943319369546601e-05,9.048920727684042e-05,9.688253530830177e-05,0.0001041898698704,8.123394360333466e-05,8.121002943863567e-05,8.315372129533541e-05,8.180692008632578e-05,6.762799866772842e-05,6.68149696974461e-05,5.2975605588071945e-05,4.8799942113172114e-05,5.2977868922498506e-05,5.309478517666832e-05,3.936502503102135e-05,4.052592930008478e-05,3.458985534158392e-05,3.594609336294458e-05,2.548313016782889e-05,3.408380829751377e-05,4.641259637865717e-05,3.371936901864375e-05,1.4075902898791443e-05,8.313611599150903e-06,1.8019455863917068e-05,2.452656908725736e-05,2.4347553206166964e-05,2.2833496387916512e-05,1.839572550232873e-05,2.71515480624825e-05,2.031140773289145e-05,4.109197455870793e-05,2.026249136541561e-05,2.2640954089805343e-05,3.2665920189897885e-05,2.260470215479324e-05,2.1387972473679428e-05,1.4839272133701842e-05,1.5329429438636295e-05,3.0181765242679148e-05,2012-03 - 2017-02,1203,1015,665,5,25,buzz
repence,9.816047274083672e-06,0.0,0.0,0.0,8.304889088206227e-06,2.4905773158218074e-05,7.472277849179544e-06,2.080602542496307e-05,1.2646861681273793e-05,3.012465582580719e-05,1.0777720296602862e-05,5.250446287934474e-05,5.362139396125611e-05,4.271840973600023e-05,6.829170574469829e-05,3.620089687722013e-05,3.724654887445585e-05,8.087997411840829e-05,5.112953668118177e-05,5.66895719532392e-05,6.55757940457179e-05,8.67188236403054e-05,0.0001004707773567,6.107682026888172e-05,8.461869125347359e-05,7.444252698541603e-05,6.652297703626832e-05,2.921675717368778e-05,4.564889910071669e-05,4.1268069519010827e-05,1.879779553125133e-05,4.711718548857997e-05,2.563445270443476e-05,1.830854661264425e-05,1.54037054469214e-05,2.1073483236044085e-05,1.456414961750902e-05,1.875448349371021e-05,1.049305359851778e-05,9.46772452708716e-06,1.7404723641996438e-05,9.196191550539204e-06,0.0,2.7712038663836344e-06,7.722623941678744e-06,1.0900697372114382e-05,1.3526418447870537e-05,7.0256911962820045e-06,5.017016046089654e-06,1.6969717539051565e-06,3.3852346221485745e-06,5.359822768527121e-06,1.8420446695832373e-06,1.8867461741504448e-06,3.629546687766432e-06,0.0,3.564662078946571e-06,0.0,6.813079750505019e-06,3.550795910903429e-06,2012-03 - 2017-02,553,541,436,6,22,buzz
billaye,9.816047274083672e-06,0.0,8.220439300276207e-06,1.6063998971904064e-05,2.491466726461868e-05,1.6603848772145382e-05,1.4944555698359088e-05,2.7741367233284093e-05,1.897029252191069e-05,5.422438048645294e-05,0.0001508880841524,0.0001995169589415,0.0003850991020853,0.0003654797277413,0.0003733279914043,0.0003484336324432,0.000516795865633,0.0004472186804194,0.0004388618565134,0.0003198911560218,0.0004050269632235,0.000486379489113,0.0004592949822023,0.0005245421034856,0.0003994002227163,0.0004128176496463,0.000302679545515,0.0003642355727653,0.0004852308904409,0.0003753429180062,0.0003315247575511,0.0002591445201871,0.0002409638554216,0.0002251951233355,0.0001762868512258,0.0002609869846925,0.0001674877206013,0.0002391196645448,0.000238342217452,0.0001704190414875,0.0001537417255043,0.0001655314479097,0.0001435742095676,9.69921353234272e-05,0.0001029683192223,0.0001090069737211,8.386379437679733e-05,0.0001036289451451,0.0001237530624702,0.000106909220496,0.0001252536810194,0.0001000500250125,0.0001105226801749,0.0001188650089714,7.259093375532863e-05,8.853508343960683e-05,0.0001015928692499,0.0001001650869024,0.0001294485152595,9.76468875498443e-05,2012-03 - 2017-02,8452,6754,3055,4,22,buzz
jperce,9.816047274083672e-06,0.0,1.6440878600552414e-05,8.031999485952032e-06,0.0,0.0,7.472277849179544e-06,0.0,1.897029252191069e-05,1.2049862330322875e-05,0.0,1.5751338863803424e-05,2.437336089148005e-05,9.492979941333384e-06,2.7316682297879315e-05,4.525112109652517e-06,0.0,1.4272936609130873e-05,1.2782384170295443e-05,1.2147765418551258e-05,2.314439789848867e-05,1.508153454614007e-05,2.5117694339189345e-05,1.437101653385452e-05,3.0462728851250496e-05,1.353500490643928e-05,1.663074425906708e-05,2.5321189550529407e-05,5.241169896748953e-05,5.502409269201443e-05,4.614004357670782e-05,5.384821198694854e-05,4.955994189524054e-05,3.844794788655292e-05,3.08074108938428e-05,4.863111516010173e-05,2.184622442626353e-05,4.6886208734275535e-05,8.844145175893559e-05,4.544507773001837e-05,2.0305510915662512e-05,2.1457780284591474e-05,2.8151805797582887e-05,2.7712038663836345e-05,2.574207980559581e-05,2.725174343028596e-05,1.893698582701875e-05,3.864130157955102e-05,3.846378968668735e-05,3.90303503398186e-05,5.0778519332228616e-05,3.751875937968984e-05,2.763067004374856e-05,3.962166965715936e-05,3.629546687766432e-05,2.072097697522713e-05,2.6734965592099284e-05,3.1533453284116416e-05,4.428501837828263e-05,2.663096933177572e-05,2012-03 - 2017-02,1173,784,700,6,32,change
miskinou,9.816047274083672e-06,0.0,0.0,8.031999485952032e-06,0.0,0.0,7.472277849179544e-06,0.0,1.2646861681273793e-05,6.024931165161438e-06,1.6166580444904293e-05,1.0500892575868949e-05,9.74934435659202e-06,4.746489970666692e-06,2.276390191489943e-05,2.2625560548262583e-05,9.311637218613964e-06,1.903058214550783e-05,2.5564768340590886e-05,2.429553083710252e-05,2.7001797548236784e-05,2.2622301819210105e-05,2.8705936387644965e-05,2.1556524800781786e-05,1.3538990600555777e-05,2.030250735965892e-05,2.660919081450733e-05,1.168670286947511e-05,2.028839960031853e-05,2.358175401086333e-05,1.7088905028410304e-05,1.1779296372144993e-05,1.708963513628984e-05,1.6477691951379822e-05,1.54037054469214e-05,2.1073483236044085e-05,7.28207480875451e-06,1.0940115371330958e-05,1.6489084226242226e-05,9.46772452708716e-06,2.900787273666073e-06,1.2261588734052273e-05,1.1260722319033154e-05,5.542407732767269e-06,5.148415961119163e-06,8.175523029085786e-06,8.115851068722321e-06,7.0256911962820045e-06,1.1706370774209191e-05,1.1878802277336094e-05,8.463086555371437e-06,7.146430358036161e-06,1.1052268017499425e-05,5.660238522451336e-06,5.444320031649647e-06,5.6511755386983086e-06,7.129324157893142e-06,9.274545083563651e-06,8.516349688131275e-06,7.101591821806858e-06,2012-03 - 2017-02,408,349,208,3,22,buzz
tfcn,9.816047274083672e-06,0.0,0.0,8.031999485952032e-06,0.0,0.0,0.0,1.3870683616642048e-05,1.2646861681273793e-05,1.807479349548432e-05,5.388860148301431e-06,5.250446287934474e-06,2.437336089148005e-05,3.3225429794666844e-05,2.7316682297879315e-05,2.2625560548262583e-05,4.655818609306981e-05,3.806116429101566e-05,6.817271557490903e-05,4.859106167420503e-05,6.55757940457179e-05,8.294844000377038e-05,0.0001040590194052,6.826232853580898e-05,7.446444830305677e-05,8.45937806652455e-05,8.647987014714883e-05,9.738919057895926e-05,0.000109895497835,0.0001021876007137,0.0001127867731875,9.25516143525678e-05,0.0001230453729812,0.0001208364076434,9.755680116383552e-05,0.0001248198622442,7.464126678973373e-05,0.0001062754064643,0.0001543977886639,9.657079017628904e-05,8.412283093631611e-05,8.58311211383659e-05,8.445541739274866e-05,5.265287346128905e-05,4.11873276889533e-05,5.177831251754331e-05,8.927436175594554e-05,9.484683114980704e-05,0.0001070296756499,9.842436172649906e-05,0.0001134053598419,9.82634174229972e-05,0.0001068385908358,0.0001037710395782,0.0001107011739768,7.346528200307801e-05,0.0001229808417236,8.347090575207286e-05,0.0001277452453219,0.000126053254837,2012-03 - 2017-02,4635,2789,975,10,26,change
scacher,9.816047274083672e-06,9.103902843148855e-06,0.0,8.031999485952032e-06,8.304889088206227e-06,0.0,0.0,6.935341808321023e-06,0.0,6.024931165161438e-06,1.6166580444904293e-05,5.250446287934474e-06,4.87467217829601e-06,1.4239469912000076e-05,1.8211121531919543e-05,1.8100448438610067e-05,2.793491165584189e-05,4.757645536376958e-05,1.2782384170295443e-05,2.83447859766196e-05,2.314439789848867e-05,2.2622301819210105e-05,1.7941210242278102e-05,2.514927893424541e-05,1.3538990600555777e-05,1.015125367982946e-05,1.663074425906708e-05,1.558227049263348e-05,2.366979953370495e-05,1.965146167571944e-06,1.0253343017046182e-05,1.5144809621329278e-05,1.3671708109031872e-05,9.154273306322124e-06,6.846091309742844e-06,6.484148688013565e-06,5.4615561065658825e-06,7.814368122379256e-06,5.996030627724446e-06,5.680634716252296e-06,5.801574547332146e-06,3.065397183513068e-06,5.630361159516577e-06,8.313611599150903e-06,1.0296831922238324e-05,1.0900697372114382e-05,5.410567379148215e-06,3.5128455981410023e-06,5.017016046089654e-06,0.0,1.3540938488594298e-05,3.5732151790180804e-06,5.526134008749712e-06,7.546984696601782e-06,0.0,5.6511755386983086e-06,8.911655197366427e-06,1.8549090167127305e-06,1.7032699376262548e-06,3.550795910903429e-06,2012-03 - 2017-02,270,214,205,4,21,buzz
embiancer,9.816047274083672e-06,0.0,0.0,1.6063998971904064e-05,0.0,0.0,7.472277849179544e-06,6.935341808321023e-06,6.323430840636896e-06,1.2049862330322875e-05,5.388860148301431e-06,1.5751338863803424e-05,4.87467217829601e-06,9.492979941333384e-06,3.18694626808592e-05,1.8100448438610067e-05,1.8623274437227925e-05,9.515291072753915e-06,4.686874195774996e-05,2.83447859766196e-05,1.5429598598992447e-05,2.2622301819210105e-05,1.0764726145366864e-05,2.1556524800781786e-05,2.3693233550972607e-05,2.3686258586268737e-05,2.9935339666320743e-05,1.168670286947511e-05,1.859769963362532e-05,1.5721169340575553e-05,1.3671124022728245e-05,1.1779296372144993e-05,3.417927027257968e-06,1.2815982628850972e-05,1.0269136964614266e-05,1.296829737602713e-05,5.4615561065658825e-06,1.406586262028266e-05,8.99404594158667e-06,5.680634716252296e-06,5.801574547332146e-06,3.065397183513068e-06,5.630361159516577e-06,8.313611599150903e-06,5.148415961119163e-06,2.725174343028596e-06,8.115851068722321e-06,8.782113995352505e-06,3.3446773640597696e-06,8.484858769525781e-06,1.6926173110742872e-06,3.5732151790180804e-06,7.36817867833295e-06,7.546984696601782e-06,1.814773343883216e-06,3.767450359132205e-06,7.129324157893142e-06,5.564727050138191e-06,6.813079750505019e-06,3.550795910903429e-06,2012-03 - 2017-02,284,236,223,4,21,buzz
mtenir,9.816047274083672e-06,0.0,0.0,8.031999485952032e-06,0.0,1.6603848772145382e-05,7.472277849179544e-06,6.935341808321023e-06,0.0,0.0,2.694430074150716e-05,0.0,4.87467217829601e-06,0.0,1.8211121531919543e-05,2.71506726579151e-05,1.8623274437227925e-05,1.4272936609130873e-05,3.4086357787454515e-05,2.024627569758543e-05,1.5429598598992447e-05,2.2622301819210105e-05,3.9470662533011824e-05,3.592754133463631e-05,2.0308485900833664e-05,1.6918756133049097e-05,1.99568931108805e-05,1.558227049263348e-05,2.1979099567011737e-05,1.5721169340575553e-05,8.544452514205152e-06,8.41378312296071e-06,1.0253781081773904e-05,7.3234186450577e-06,8.557614137178555e-06,1.1347260204023738e-05,3.641037404377255e-06,1.0940115371330958e-05,5.996030627724446e-06,3.787089810834864e-06,2.900787273666073e-06,1.2261588734052273e-05,0.0,2.7712038663836344e-06,1.2871039902797906e-05,5.450348686057191e-06,2.705283689574108e-06,3.5128455981410023e-06,6.689354728119539e-06,5.0909152617154684e-06,1.0155703866445724e-05,7.146430358036161e-06,3.684089339166475e-06,1.1320477044902672e-05,1.270341340718251e-05,5.6511755386983086e-06,3.564662078946571e-06,7.419636066850921e-06,1.021961962575753e-05,1.0652387732710289e-05,2012-03 - 2017-02,324,239,226,5,23,buzz
ptddddddddddddddddddddddr,9.816047274083672e-06,9.103902843148855e-06,8.220439300276207e-06,8.031999485952032e-06,1.6609778176412454e-05,0.0,0.0,6.935341808321023e-06,6.323430840636896e-06,4.217451815613006e-05,2.1555440593205724e-05,0.0,3.899737742636808e-05,5.695787964800031e-05,5.918614497873851e-05,6.335156953513524e-05,8.380473496752567e-05,8.563761965478524e-05,4.686874195774996e-05,4.4541806534687946e-05,6.55757940457179e-05,7.540767273070035e-05,6.458835687220117e-05,9.700436160351802e-05,6.431020535263993e-05,9.136128311846514e-05,9.313216785077564e-05,2.72689733621086e-05,7.94628984345809e-05,5.895438502715832e-05,3.246891955397958e-05,5.8896481860724966e-05,4.443305135435358e-05,4.027880254781735e-05,2.053827392922853e-05,2.1073483236044085e-05,2.912829923501804e-05,1.875448349371021e-05,3.747519142327779e-05,1.893544905417432e-05,1.7404723641996438e-05,9.196191550539204e-06,1.4075902898791443e-05,1.3856019331918173e-05,1.8019455863917068e-05,1.0900697372114382e-05,8.115851068722321e-06,1.2294959593493509e-05,1.3378709456239078e-05,1.1878802277336094e-05,8.463086555371437e-06,8.9330379475452e-06,3.684089339166475e-06,1.3207223219053116e-05,3.629546687766432e-06,5.6511755386983086e-06,5.346993118419857e-06,7.419636066850921e-06,6.813079750505019e-06,3.550795910903429e-06,2012-03 - 2017-02,826,761,548,6,23,buzz
mddddddddddddddddr,9.816047274083672e-06,1.8207805686297714e-05,1.6440878600552414e-05,1.6063998971904064e-05,0.0,0.0,7.472277849179544e-06,3.467670904160512e-05,5.058744672509517e-05,3.012465582580719e-05,5.927746163131574e-05,8.400714060695159e-05,8.286942703103217e-05,0.0001091692693253,0.0001183722899574,0.0001538538117281,0.0001257071024512,0.0001046682018002,0.0001832141731075,9.313286820889298e-05,0.0001967273821371,0.0002639268545574,0.0001937650706166,0.0001796377066731,0.0001455441489559,0.0001285825466111,0.0001530028471834,0.0001168670286947,0.000170760696636,0.0001532814010706,0.0001435468022386,0.0001211584769706,7.690335811330428e-05,8.605016907942797e-05,6.674939026999272e-05,7.294667274015261e-05,5.27950423634702e-05,7.189218672588915e-05,7.195236753269336e-05,3.029671848667891e-05,3.480944728399288e-05,5.517714930323522e-05,3.941252811661604e-05,1.939842706468544e-05,1.544524788335749e-05,2.997691777331455e-05,2.4347553206166964e-05,2.810276478512801e-05,1.3378709456239078e-05,2.036366104686188e-05,1.3540938488594298e-05,1.2506253126563282e-05,2.026249136541561e-05,2.2640954089805343e-05,1.814773343883216e-05,1.1302351077396615e-05,1.4258648315786284e-05,1.2984363116989112e-05,1.1922889563383784e-05,8.876989777258572e-06,2012-03 - 2017-02,1809,1695,1297,6,23,buzz
dingri,1.9632094548167345e-05,9.103902843148855e-06,8.220439300276207e-06,8.031999485952032e-06,0.0,8.301924386072691e-06,2.9889111396718176e-05,1.3870683616642048e-05,6.323430840636896e-06,2.409972466064575e-05,3.772202103811002e-05,3.150267772760685e-05,4.87467217829601e-05,3.3225429794666844e-05,7.739726651065806e-05,8.14520179737453e-05,0.0001024280094047,9.03952651911622e-05,5.96511261280454e-05,8.098510279034172e-05,8.872019194420657e-05,0.0001395041945517,0.000118411987599,0.0001041898698704,0.0001184661677548,9.136128311846514e-05,9.645831670258908e-05,8.180692008632578e-05,0.0001065140979016,7.664070053530581e-05,5.468449609091297e-05,5.21654553623564e-05,4.614201486798257e-05,4.39405118703462e-05,3.08074108938428e-05,4.214696647208817e-05,4.005141144814981e-05,2.969459886504117e-05,3.597618376634668e-05,2.4616083770426616e-05,4.061102183132503e-05,2.758857465161761e-05,3.659734753685776e-05,1.6627223198301806e-05,3.089049576671498e-05,2.725174343028596e-05,1.6231702137444643e-05,1.756422799070501e-05,1.839572550232873e-05,2.206063280076703e-05,1.3540938488594298e-05,1.9652683484599444e-05,1.1052268017499425e-05,1.886746174150445e-05,7.259093375532863e-06,9.418625897830514e-06,1.2476317276313e-05,2.411381721726549e-05,1.362615950101004e-05,1.952937750996886e-05,2012-03 - 2017-02,1468,1317,610,6,23,buzz
